,index,distance,name,scheduleType,storeOpen,storeClose,storeNumber,isStoreOpen,address,amenities,orderingAvailable,isCurbsideDeliveryAvailable,fuelTypes,latitude,longitude,food,fuel,restrooms,diesel,ethanolFreeGas,open24Hours,teslaChargingStation,propane,chademoChargingStation,ccsChargingStation
0,0,1.78,607 somerset st,24hours,00:00:00,00:00:00,8376,False,"{'address': '607 somerset st', 'city': 'somerset', 'state': 'NJ', 'zip': '08873'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.486792,-74.470439,True,True,True,True,False,True,False,False,False,False
1,1,2.64,933 livingston ave,24hours,00:00:00,00:00:00,8435,False,"{'address': '933 livingston ave', 'city': 'north brunswick', 'state': 'NJ', 'zip': '08902'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.470858,-74.469515,True,True,True,True,False,True,False,True,False,False
2,2,2.77,580 route 1,24hours,00:00:00,00:00:00,8406,False,"{'address': '580 route 1', 'city': 'edison', 'state': 'NJ', 'zip': '08817'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.5067,-74.393305,True,True,True,True,False,True,True,True,False,False
3,3,3.04,555 new durham rd,24hours,00:00:00,00:00:00,8386,False,"{'address': '555 new durham rd', 'city': 'piscataway', 'state': 'NJ', 'zip': '08854'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.545893,-74.426042,True,True,True,True,False,True,False,False,False,False
4,4,3.81,656 old bridge pike,24hours,00:00:00,00:00:00,0983,False,"{'address': '656 old bridge pike', 'city': 'south river', 'state': 'NJ', 'zip': '08882'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.46173096,-74.4005127,True,True,True,True,False,True,True,False,False,False
5,5,3.9,451 stelton road,24hours,00:00:00,00:00:00,8433,False,"{'address': '451 stelton road', 'city': 'piscataway', 'state': 'NJ', 'zip': '08854'}","{'food': True, 'fuel': True, 'restrooms': False, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.561065,-74.447106,True,True,False,True,False,True,False,False,False,False
6,6,4.36,2720 woodbridge ave,24hours,00:00:00,00:00:00,8365,False,"{'address': '2720 woodbridge ave', 'city': 'edison', 'state': 'NJ', 'zip': '08837'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.511759,-74.363493,True,True,True,True,False,True,False,True,False,False
7,7,4.4,1910 route 27,24hours,00:00:00,00:00:00,8412,False,"{'address': '1910 route 27', 'city': 'north brunswick', 'state': 'NJ', 'zip': '08902'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.46100722,-74.50704742,True,True,True,True,False,True,False,True,False,False
8,8,4.91,426 ryders land,24hours,00:00:00,00:00:00,0914,False,"{'address': '426 ryders land', 'city': 'east brunswick', 'state': 'NJ', 'zip': '08816-2763'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.435901,-74.422174,True,False,False,False,,True,False,False,False,False
9,9,5.36,42 washington road (@ jernee m,24hours,00:00:00,00:00:00,0781,False,"{'address': '42 washington road (@ jernee m', 'city': 'sayreville', 'state': 'NJ', 'zip': '08872'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.454984,-74.367611,True,False,False,False,,True,False,False,False,False
10,10,7.29,3222 rt. 27,24hours,00:00:00,00:00:00,8366,False,"{'address': '3222 rt. 27', 'city': 'kendall park', 'state': 'NJ', 'zip': '08824'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.432618,-74.547359,True,True,True,True,False,True,False,True,False,False
11,11,7.56,580 union ave,24hours,00:00:00,00:00:00,8341,False,"{'address': '580 union ave', 'city': 'bridgewater', 'state': 'NJ', 'zip': '08807-3146'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.567578,-74.563748,True,True,True,True,False,True,True,True,False,False
12,12,8.1,440 king georges road,24hours,00:00:00,00:00:00,8317,False,"{'address': '440 king georges road', 'city': 'woodbridge', 'state': 'NJ', 'zip': '07095-1019'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.536127,-74.297496,True,True,True,True,False,True,True,True,False,False
13,13,8.26,855 us 22 & wilson ave,24hours,00:00:00,00:00:00,8397,False,"{'address': '855 us 22 & wilson ave', 'city': 'north plainfield', 'state': 'NJ', 'zip': '07060'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.624212,-74.443518,True,True,True,True,False,True,False,True,False,False
14,14,8.49,969 route 9,24hours,00:00:00,00:00:00,8404,False,"{'address': '969 route 9', 'city': 'south amboy', 'state': 'NJ', 'zip': '08879'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.46075,-74.295154,True,True,True,True,False,True,False,False,False,False
15,15,8.72,885 cranbury- south river road,24hours,00:00:00,00:00:00,0986,False,"{'address': '885 cranbury- south river road', 'city': 'jamesburg', 'state': 'NJ', 'zip': '08831-3034'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.378687,-74.455314,True,True,True,True,False,True,False,True,False,False
16,16,9.4,1470 south avenue,24hours,00:00:00,00:00:00,8464,False,"{'address': '1470 south avenue', 'city': 'plainfield', 'state': 'NJ', 'zip': '07062'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': True, 'ccsChargingStation': True}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.63461741,-74.39272734,True,True,True,True,False,True,False,True,True,True
17,17,9.58,350 georges road,24hours,00:00:00,00:00:00,0476,False,"{'address': '350 georges road', 'city': 'dayton', 'state': 'NJ', 'zip': '08810-1425'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.375161,-74.511208,True,False,False,False,,True,False,False,False,False
18,18,9.64,1453 rt. 18,24hours,00:00:00,00:00:00,0940,False,"{'address': '1453 rt. 18', 'city': 'old bridge', 'state': 'NJ', 'zip': '08857'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.390819,-74.339881,True,True,True,True,False,True,True,False,False,False
19,19,9.73,930 us highway 1 north,24hours,00:00:00,00:00:00,8323,False,"{'address': '930 us highway 1 north', 'city': 'avenel', 'state': 'NJ', 'zip': '07001-1321'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.577105,-74.287018,True,True,True,True,False,True,True,True,False,False
20,20,10.01,177 highway 34,24hours,00:00:00,00:00:00,0934,False,"{'address': '177 highway 34', 'city': 'matawan', 'state': 'NJ', 'zip': '07747-2130'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.425542,-74.28648,True,True,True,True,False,True,False,False,False,False
21,21,10.27,280 st. george avenue,24hours,00:00:00,00:00:00,8389,False,"{'address': '280 st. george avenue', 'city': 'rahway', 'state': 'NJ', 'zip': '07065'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.595664,-74.29133,True,True,True,True,False,True,False,True,False,False
22,22,11.35,1886  englishtown road,24hours,00:00:00,00:00:00,0989,False,"{'address': '1886  englishtown road', 'city': 'old bridge', 'state': 'NJ', 'zip': '08857-3902'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.355854,-74.354682,True,True,True,True,False,True,False,False,False,False
23,23,11.39,3600 rt 9 south,24hours,00:00:00,00:00:00,8315,False,"{'address': '3600 rt 9 south', 'city': 'old bridge', 'state': 'NJ', 'zip': '08857-3516'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.377509,-74.308024,True,True,True,True,False,True,False,False,False,False
24,24,12.43,204 highway 35,24hours,00:00:00,00:00:00,0976,False,"{'address': '204 highway 35', 'city': 'keyport', 'state': 'NJ', 'zip': '07735'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.440449,-74.22501,True,True,True,True,False,True,False,True,False,False
25,25,12.62,337 applegarth rd. suite 1a,24hours,00:00:00,00:00:00,0365,False,"{'address': '337 applegarth rd. suite 1a', 'city': 'monroe township', 'state': 'NJ', 'zip': '08831'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.323018,-74.470379,True,False,True,False,,True,False,True,False,False
26,26,12.77,1273 route 206,24hours,00:00:00,00:00:00,0306,False,"{'address': '1273 route 206', 'city': 'skillman', 'state': 'NJ', 'zip': '08558'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.403249,-74.648913,True,False,False,False,,True,False,False,False,False
27,27,12.93,800 w. edgar road,24hours,00:00:00,00:00:00,8497,False,"{'address': '800 w. edgar road', 'city': 'linden', 'state': 'NJ', 'zip': '07036'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.619175,-74.251091,True,True,True,True,False,True,False,True,False,False
28,28,13.42,345 union hill road,24hours,00:00:00,00:00:00,0754,False,"{'address': '345 union hill road', 'city': 'manalapan', 'state': 'NJ', 'zip': '07726-1875'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.336054,-74.3191,True,False,False,False,,True,False,False,False,False
29,29,13.61,500 north avenue e.,24hours,00:00:00,00:00:00,8379,False,"{'address': '500 north avenue e.', 'city': 'cranford', 'state': 'NJ', 'zip': '07016'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.658785,-74.284304,True,True,True,True,False,True,False,True,False,False
30,30,14.23,1187 st. george avenue,18hours,05:00:00,23:00:00,8392,False,"{'address': '1187 st. george avenue', 'city': 'roselle', 'state': 'NJ', 'zip': '07203'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': False, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.646996,-74.249952,True,True,True,True,False,False,False,True,False,False
31,31,14.43,1413 highway 36,24hours,00:00:00,00:00:00,8417,False,"{'address': '1413 highway 36', 'city': 'hazlet', 'state': 'NJ', 'zip': '07730'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.429535,-74.189817,True,True,True,True,False,True,True,True,False,False
32,32,15.04,1951 e edgar road,24hours,00:00:00,00:00:00,8439,False,"{'address': '1951 e edgar road', 'city': 'linden', 'state': 'NJ', 'zip': '07036'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.645463,-74.227328,True,True,True,True,False,True,False,True,False,False
33,33,15.22,3008 route 35,24hours,00:00:00,00:00:00,8443,False,"{'address': '3008 route 35', 'city': 'hazlet', 'state': 'NJ', 'zip': '07730'}","{'food': True, 'fuel': True, 'restrooms': False, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.418073,-74.179641,True,True,False,True,False,True,False,True,False,False
34,34,15.86,455 route 520,24hours,00:00:00,00:00:00,0784,False,"{'address': '455 route 520', 'city': 'marlboro', 'state': 'NJ', 'zip': '07746-2258'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.332717,-74.24628,True,False,False,False,,True,False,False,False,False
35,35,15.88,152 alexander street,24hours,00:00:00,00:00:00,8331,False,"{'address': '152 alexander street', 'city': 'princeton', 'state': 'NJ', 'zip': '08540-7102'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.34186,-74.65903,True,False,True,False,,True,False,False,False,False
36,36,15.94,685 morris turnpike,24hours,00:00:00,00:00:00,8445,False,"{'address': '685 morris turnpike', 'city': 'springfield', 'state': 'NJ', 'zip': '07081'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.7177,-74.3296,True,True,True,True,False,True,True,True,False,False
37,37,16.5,960 route 33,24hours,00:00:00,00:00:00,8330,False,"{'address': '960 route 33', 'city': 'monroe township', 'state': 'NJ', 'zip': '08831-5913'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.266631,-74.472021,True,True,True,True,False,True,True,True,False,False
38,38,16.61,1750 route 22 east,24hours,00:00:00,00:00:00,8465,False,"{'address': '1750 route 22 east', 'city': 'union', 'state': 'NJ', 'zip': '07083'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.695865,-74.25417,True,True,True,True,False,True,True,True,False,False
39,39,17.39,595 spring st,24hours,00:00:00,00:00:00,8320,False,"{'address': '595 spring st', 'city': 'elizabeth', 'state': 'NJ', 'zip': '07201-2028'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': False, 'chademoChargingStation': True, 'ccsChargingStation': True}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.67318,-74.199879,True,True,True,True,False,True,True,False,True,True
40,40,17.51,800 rt. 202 (@ sumner rd).,24hours,00:00:00,00:00:00,0916,False,"{'address': '800 rt. 202 (@ sumner rd).', 'city': 'neshanic station', 'state': 'NJ', 'zip': '08853-3606'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.532371,-74.77739,True,False,True,False,,True,False,False,False,False
41,41,17.72,104 hickory corner road,24hours,00:00:00,00:00:00,0735,False,"{'address': '104 hickory corner road', 'city': 'hightstown', 'state': 'NJ', 'zip': '08520-2460'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.260656,-74.549587,True,False,False,False,,True,False,False,False,False
42,42,17.73,3499 brunswick pike,24hours,00:00:00,00:00:00,8447,False,"{'address': '3499 brunswick pike', 'city': 'princeton', 'state': 'NJ', 'zip': '08540'}","{'food': True, 'fuel': True, 'restrooms': False, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.309691,-74.665124,True,True,False,True,False,True,False,False,False,False
43,43,17.74,146 woodward rd,24hours,00:00:00,00:00:00,0993,False,"{'address': '146 woodward rd', 'city': 'manalapan', 'state': 'NJ', 'zip': '07726-4102'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.254961,-74.367845,True,True,True,True,False,True,False,True,False,False
44,44,18.18,1511 springfield ave,24hours,00:00:00,00:00:00,8350,False,"{'address': '1511 springfield ave', 'city': 'maplewood', 'state': 'NJ', 'zip': '07040'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.723,-74.2525,True,True,True,True,False,True,False,True,False,False
45,45,18.95,1230 hwy 35,24hours,00:00:00,00:00:00,8460,False,"{'address': '1230 hwy 35', 'city': 'middletown', 'state': 'NJ', 'zip': '07748-2013'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.39775537,-74.11400196,True,True,True,True,False,True,False,True,False,False
46,46,20.21,1220 route 130,24hours,00:00:00,00:00:00,8399,False,"{'address': '1220 route 130', 'city': 'robbinsville', 'state': 'NJ', 'zip': '08691'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.2337,-74.590797,True,True,True,True,False,True,False,True,False,False
47,47,20.88,75 appleton avenue,24hours,00:00:00,00:00:00,8306,False,"{'address': '75 appleton avenue', 'city': 'leonardo', 'state': 'NJ', 'zip': '07737-1348'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.415506,-74.066539,True,True,True,True,False,True,False,True,False,False
48,48,21.06,2936 brunswick pike,18hours,05:00:00,00:00:00,8339,False,"{'address': '2936 brunswick pike', 'city': 'lawrence township', 'state': 'NJ', 'zip': '08648'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': False, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.27354,-74.706847,True,True,True,True,False,False,False,False,False,False
49,49,21.33,20 highway 31,24hours,00:00:00,00:00:00,0991,False,"{'address': '20 highway 31', 'city': 'flemington', 'state': 'NJ', 'zip': '08822'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.5049604,-74.8520522,True,True,True,True,False,True,True,False,False,False
