,index,distance,name,scheduleType,storeOpen,storeClose,storeNumber,isStoreOpen,address,amenities,orderingAvailable,isCurbsideDeliveryAvailable,fuelTypes,latitude,longitude,food,fuel,restrooms,diesel,ethanolFreeGas,open24Hours,teslaChargingStation,propane,chademoChargingStation,ccsChargingStation
242,24,6.23,1601 bethlehem pike,24hours,00:00:00,00:00:00,0021,False,"{'address': '1601 bethlehem pike', 'city': 'flourtown', 'state': 'PA', 'zip': '19031-1916'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.106592,-75.213911,True,True,True,True,False,True,False,True,False,False
243,27,6.79,5100 state rd,24hours,00:00:00,00:00:00,8145,False,"{'address': '5100 state rd', 'city': 'drexel hill', 'state': 'PA', 'zip': '19026'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.945445,-75.32554,True,True,True,True,False,True,False,True,False,False
244,31,7.19,418 w. baltimore pike,24hours,00:00:00,00:00:00,8128,False,"{'address': '418 w. baltimore pike', 'city': 'clifton heights', 'state': 'PA', 'zip': '19018'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.926556,-75.30339,True,True,True,True,False,True,True,True,False,False
245,32,7.29,2050 sproul road,24hours,00:00:00,00:00:00,0008,False,"{'address': '2050 sproul road', 'city': 'broomall', 'state': 'PA', 'zip': '19008-2725'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],39.966343,-75.35965,True,True,True,True,False,True,False,True,False,False
246,33,7.43,19 north bishop avenue,24hours,00:00:00,00:00:00,0293,False,"{'address': '19 north bishop avenue', 'city': 'clifton heights', 'state': 'PA', 'zip': '19018-1812'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.925625,-75.310294,True,True,False,True,False,True,False,True,False,False
247,34,7.43,1300 e. ridge pike,24hours,00:00:00,00:00:00,8071,False,"{'address': '1300 e. ridge pike', 'city': 'plymouth meeting', 'state': 'PA', 'zip': '19462'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.107195,-75.319863,True,False,False,False,,True,False,False,False,False
248,36,7.76,910 macdade blvd,24hours,00:00:00,00:00:00,8108,False,"{'address': '910 macdade blvd', 'city': 'collingdale', 'state': 'PA', 'zip': '19023'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.910383,-75.278666,True,True,True,True,False,True,True,True,False,False
249,37,8.01,195 saxer avenue,24hours,00:00:00,00:00:00,0154,False,"{'address': '195 saxer avenue', 'city': 'springfield', 'state': 'PA', 'zip': '19064'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],39.927374,-75.33321,True,True,True,True,False,True,True,True,False,False
250,39,8.17,100 w 4th st,24hours,00:00:00,00:00:00,0216,False,"{'address': '100 w 4th st', 'city': 'bridgeport', 'state': 'PA', 'zip': '19405'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.105374,-75.345053,True,True,True,True,False,True,True,False,True,True
251,41,8.2,1550 chester pike,24hours,00:00:00,00:00:00,8007,False,"{'address': '1550 chester pike', 'city': 'folcroft', 'state': 'PA', 'zip': '19032'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': True, 'ccsChargingStation': True}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.904548,-75.28294,True,False,False,False,,True,False,False,False,False
252,42,8.26,215 west lancaster avenue,24hours,00:00:00,00:00:00,0257,False,"{'address': '215 west lancaster avenue', 'city': 'wayne', 'state': 'PA', 'zip': '19087-3306'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.044479,-75.39257,True,True,False,True,False,True,False,False,False,False
253,45,8.32,3 n macdade blvd,24hours,00:00:00,00:00:00,0174,False,"{'address': '3 n macdade blvd', 'city': 'glenolden', 'state': 'PA', 'zip': '19036'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],39.904903,-75.29179,True,True,True,True,False,True,False,True,False,False
254,46,8.36,1100 calcon hook rd,24hours,00:00:00,00:00:00,8160,False,"{'address': '1100 calcon hook rd', 'city': 'sharon hill', 'state': 'PA', 'zip': '19079'}","{'food': True, 'fuel': True, 'restrooms': False, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",39.899032,-75.263274,True,True,True,True,False,True,False,True,False,False
255,47,8.38,145 w dekalb pike,24hours,00:00:00,00:00:00,8058,False,"{'address': '145 w dekalb pike', 'city': 'king of prussia', 'state': 'PA', 'zip': '19406'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.093232,-75.364997,True,True,True,True,False,True,False,True,False,False
256,48,8.38,106 bethlehem pike,24hours,00:00:00,00:00:00,0156,False,"{'address': '106 bethlehem pike', 'city': 'fort washington', 'state': 'PA', 'zip': '19034-1206'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.138141,-75.21267,True,True,True,True,False,False,False,False,False,False
257,1,2.15,1145 virginia drive,24hours,00:00:00,00:00:00,8060,False,"{'address': '1145 virginia drive', 'city': 'fort washington', 'state': 'PA', 'zip': '19034-3203'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.139187,-75.172083,True,True,True,True,False,True,False,True,False,False
258,3,2.84,752 north bethlehem pike,24hours,00:00:00,00:00:00,0043,False,"{'address': '752 north bethlehem pike', 'city': 'ambler', 'state': 'PA', 'zip': '19002-2650'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.178057,-75.225157,True,True,True,True,False,True,False,False,False,False
259,5,3.82,132 welsh road,24hours,00:00:00,00:00:00,8156,False,"{'address': '132 welsh road', 'city': 'horsham', 'state': 'PA', 'zip': '19044'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.160222,-75.146337,True,True,False,True,False,True,False,False,False,False
260,8,4.39,1345-51 easton road,24hours,00:00:00,00:00:00,8171,False,"{'address': '1345-51 easton road', 'city': 'abington', 'state': 'PA', 'zip': '19001'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.127222,-75.130854,True,False,False,False,,True,False,False,False,False
261,9,4.64,1015 dekalb pike,24hours,00:00:00,00:00:00,8034,False,"{'address': '1015 dekalb pike', 'city': 'blue bell', 'state': 'PA', 'zip': '19422-1811'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.165841,-75.292716,True,False,False,False,,True,False,False,False,False
262,10,4.9,535 horsham road,24hours,00:00:00,00:00:00,0271,False,"{'address': '535 horsham road', 'city': 'horsham', 'state': 'PA', 'zip': '19044'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.186961,-75.14543,True,True,True,True,False,True,False,True,False,False
263,12,5.04,101 easton road,24hours,00:00:00,00:00:00,8088,False,"{'address': '101 easton road', 'city': 'horsham', 'state': 'PA', 'zip': '19044'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.172653,-75.128566,True,True,True,True,False,True,True,True,False,False
264,14,5.17,201 york rd,24hours,00:00:00,00:00:00,8063,False,"{'address': '201 york rd', 'city': 'willow grove', 'state': 'PA', 'zip': '19090-3213'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.144995,-75.115235,True,True,True,True,False,True,False,False,False,False
265,15,5.22,14 e. germantown pk,24hours,00:00:00,00:00:00,8079,False,"{'address': '14 e. germantown pk', 'city': 'east norriton', 'state': 'PA', 'zip': '19401-1512'}","{'food': True, 'fuel': True, 'restrooms': False, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.140861,-75.311408,True,True,True,True,False,True,False,True,False,False
266,16,5.23,1139 horsham road,24hours,00:00:00,00:00:00,0148,False,"{'address': '1139 horsham road', 'city': 'horsham', 'state': 'PA', 'zip': '19044'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.210803,-75.18524,True,True,True,True,False,True,False,True,True,True
267,19,5.86,593 dekalb pike,24hours,00:00:00,00:00:00,0157,False,"{'address': '593 dekalb pike', 'city': 'north wales', 'state': 'PA', 'zip': '19454-2221'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': True, 'ccsChargingStation': True}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.218872,-75.24664,True,True,True,True,False,True,True,True,False,False
268,20,5.87,412 s. york road,24hours,00:00:00,00:00:00,8122,False,"{'address': '412 s. york road', 'city': 'hatboro', 'state': 'PA', 'zip': '19040'}","{'food': True, 'fuel': True, 'restrooms': False, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.17161,-75.110444,True,True,True,True,False,True,False,False,False,False
269,21,5.91,1008 bethlehem pike,24hours,00:00:00,00:00:00,8101,False,"{'address': '1008 bethlehem pike', 'city': 'montgomeryville', 'state': 'PA', 'zip': '18936'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.222324,-75.232707,True,True,True,True,False,True,False,True,False,False
270,23,6.32,1510 easton road,24hours,00:00:00,00:00:00,0285,False,"{'address': '1510 easton road', 'city': 'horsham', 'state': 'PA', 'zip': '19044'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.210006,-75.13856,True,True,True,True,False,True,False,False,False,False
271,24,6.35,710 east walnut street,24hours,00:00:00,00:00:00,0096,False,"{'address': '710 east walnut street', 'city': 'north wales', 'state': 'PA', 'zip': '19454'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.216271,-75.27605,True,True,True,True,False,True,False,True,False,False
272,27,7.26,701 w. germantown pike,24hours,00:00:00,00:00:00,0292,False,"{'address': '701 w. germantown pike', 'city': 'norristown', 'state': 'PA', 'zip': '19403-4256'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.152857,-75.348815,True,True,True,True,False,True,False,True,False,False
273,28,7.3,550 easton rd,24hours,00:00:00,00:00:00,8117,False,"{'address': '550 easton rd', 'city': 'warrington', 'state': 'PA', 'zip': '18976'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.228038,-75.139897,True,False,False,False,,True,False,False,False,False
274,30,7.71,555 west street rd,24hours,00:00:00,00:00:00,8055,False,"{'address': '555 west street rd', 'city': 'ivyland', 'state': 'PA', 'zip': '18974-3212'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.20414,-75.094889,True,True,True,True,False,False,False,True,False,False
275,31,7.82,10 davisville road,24hours,00:00:00,00:00:00,0149,False,"{'address': '10 davisville road', 'city': 'warminster', 'state': 'PA', 'zip': '18974-5541'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.17174,-75.071299,True,True,True,True,False,True,True,True,False,False
276,35,8.24,1601 valley forge road,24hours,00:00:00,00:00:00,0273,False,"{'address': '1601 valley forge road', 'city': 'lansdale', 'state': 'PA', 'zip': '19446-5450'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.228403,-75.314581,True,False,True,False,,True,False,False,False,False
277,39,8.82,1900 n broad street,24hours,00:00:00,00:00:00,8149,False,"{'address': '1900 n broad street', 'city': 'lansdale', 'state': 'PA', 'zip': '19446'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.25932,-75.264919,True,True,True,True,False,True,True,False,True,True
278,40,8.96,525 w. butler ave,24hours,00:00:00,00:00:00,8147,False,"{'address': '525 w. butler ave', 'city': 'chalfont', 'state': 'PA', 'zip': '18914'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.267231,-75.227873,True,False,True,False,,True,False,False,False,False
279,42,9.34,2540 2544 w main st,24hours,00:00:00,00:00:00,8061,False,"{'address': '2540 2544 w main st', 'city': 'norristown', 'state': 'PA', 'zip': '19403'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.141086,-75.389379,True,True,False,True,False,True,False,False,False,False
280,43,9.36,119 bethlehem pk,24hours,00:00:00,00:00:00,8018,False,"{'address': '119 bethlehem pk', 'city': 'colmar', 'state': 'PA', 'zip': '18915-9778'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.269737,-75.25497,True,True,True,True,False,True,False,True,False,False
281,49,9.93,196 s gulph road,24hours,00:00:00,00:00:00,0042,False,"{'address': '196 s gulph road', 'city': 'king of prussia', 'state': 'PA', 'zip': '19406'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.08469,-75.387148,True,True,True,True,False,True,True,False,False,False
282,4,2.91,151 sugartown rd,24hours,00:00:00,00:00:00,0291,False,"{'address': '151 sugartown rd', 'city': 'strafford', 'state': 'PA', 'zip': '19087'}","{'food': True, 'fuel': False, 'restrooms': False, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.044899,-75.40524,True,True,True,True,False,True,True,False,False,False
283,5,3.11,705 south trooper road,24hours,00:00:00,00:00:00,8003,False,"{'address': '705 south trooper road', 'city': 'norristown', 'state': 'PA', 'zip': '19403-2310'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.127292,-75.405954,True,True,False,True,False,True,False,False,False,False
284,9,4.83,1600 egypt road,24hours,00:00:00,00:00:00,8062,False,"{'address': '1600 egypt road', 'city': 'phoenixville', 'state': 'PA', 'zip': '19460-6100'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.134394,-75.451377,True,False,False,False,,True,False,False,False,False
285,14,6.01,52 w. lancaster avenue,24hours,00:00:00,00:00:00,0057,False,"{'address': '52 w. lancaster avenue', 'city': 'paoli', 'state': 'PA', 'zip': '19301'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.041515,-75.485852,True,True,True,True,False,True,False,False,False,False
286,16,6.68,50 n newtown street rd,24hours,00:00:00,00:00:00,8086,False,"{'address': '50 n newtown street rd', 'city': 'newtown square', 'state': 'PA', 'zip': '19073'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],39.98875,-75.40264,True,True,True,True,False,True,False,True,True,True
287,18,7.43,1860 south collegeville rd,24hours,00:00:00,00:00:00,8019,False,"{'address': '1860 south collegeville rd', 'city': 'collegeville', 'state': 'PA', 'zip': '19426-3930'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.177154,-75.458815,True,True,True,True,False,True,True,False,False,False
288,20,7.63,105 king st (malvern shop),24hours,00:00:00,00:00:00,0236,False,"{'address': '105 king st (malvern shop)', 'city': 'malvern', 'state': 'PA', 'zip': '19355'}","{'food': True, 'fuel': False, 'restrooms': True, 'diesel': False, 'ethanolFreeGas': None, 'open24Hours': True, 'teslaChargingStation': False, 'propane': False, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,[],40.035614,-75.51638,True,True,True,True,False,True,False,False,False,False
289,21,7.64,5 matthews road,24hours,00:00:00,00:00:00,0205,False,"{'address': '5 matthews road', 'city': 'malvern', 'state': 'PA', 'zip': '19355-1749'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': True, 'propane': True, 'chademoChargingStation': True, 'ccsChargingStation': True}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.050612,-75.524571,True,True,True,True,False,True,False,True,False,False
290,23,7.97,605 morehall rd,24hours,00:00:00,00:00:00,8091,False,"{'address': '605 morehall rd', 'city': 'malvern', 'state': 'PA', 'zip': '19355'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.066753,-75.535967,True,True,True,True,False,True,False,False,False,False
291,26,8.57,120 schuykill road,24hours,00:00:00,00:00:00,8024,False,"{'address': '120 schuykill road', 'city': 'phoenixville', 'state': 'PA', 'zip': '19460-2232'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.132042,-75.536999,True,False,False,False,,True,False,False,False,False
292,34,9.98,4121 skippack pike,24hours,00:00:00,00:00:00,0143,False,"{'address': '4121 skippack pike', 'city': 'schwenksville', 'state': 'PA', 'zip': '19473'}","{'food': True, 'fuel': True, 'restrooms': True, 'diesel': True, 'ethanolFreeGas': False, 'open24Hours': True, 'teslaChargingStation': False, 'propane': True, 'chademoChargingStation': False, 'ccsChargingStation': False}",True,True,"[{'category': 'Unleaded'}, {'category': 'Plus'}, {'category': 'Premium'}, {'category': 'Diesel'}, {'category': 'Super'}]",40.228541,-75.404795,True,False,False,False,,True,False,False,False,False
